,ID,SITECODE,REGION,MIN_LOAD,MAX_LOAD,TOTAL_LOAD
1861,1862,Residential - Single/Duplex (Elec Heat),VI,0.0,7.635,14158.428
1862,1863,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.081,5.131,14537.575
1870,1871,Residential - Row Houses Units (Elec Heat),LM,0.0,7.659,18979.705
1871,1872,Residential - Mobile (Elec Heat),SI,0.0,0.869,81.04201
1872,1873,Residential - Single/Duplex (Elec Heat),VI,0.0,11.301,26851.318
1874,1875,Residential - Row Houses Units (Elec Heat),LM,0.0,7.9,20444.713
1875,1876,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.45,9404.338
1877,1878,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.562,3213.6436
1879,1880,Residential - Single/Duplex (Elec Heat),LM,0.05,3.912,12053.5625
1884,1885,Residential - Single/Duplex (Elec Heat),VI,0.0,10.692,32986.242
1887,1888,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.048,3.571,6249.2
1888,1889,Residential - Single/Duplex (Elec Heat),VI,0.0,8.221,21289.28
1893,1894,Residential - High-Rise Apt Suites (Elec Heat),LM,0.09,6.499,16248.447
1894,1895,Residential - High-Rise Apt Suites (Elec Heat),LM,0.009,4.676,6889.158
1895,1896,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.863,10298.32
1896,1897,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,1.932,2970.903
1898,1899,Residential - High-Rise Apt Suites (Elec Heat),LM,0.039,5.606,7744.646
1903,1904,Residential - Single/Duplex (Elec Heat),VI,0.174,12.059,52553.355
1904,1905,Residential - Single/Duplex (Elec Heat),LM,0.0,14.424,61203.33
1907,1908,Residential - Single/Duplex (Elec Heat),LM,0.0,7.736,27127.992
1908,1909,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,8.473,20379.51
1918,1919,Residential - Single/Duplex (Elec Heat),VI,0.0,7.3,23833.795
1919,1920,Residential - High-Rise Apt Suites (Elec Heat),LM,0.048,3.796,6355.3735
1921,1922,Residential - Single/Duplex (Elec Heat),VI,0.0,10.455,19796.127
1934,1935,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,10.468,34468.96
1935,1936,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.044,1.315,2491.1445
1942,1943,Residential - Single/Duplex (Elec Heat),VI,0.0,8.834,27608.83
1948,1949,Residential - Row Houses Units (Elec Heat),VI,0.0,13.086,20663.377
1953,1954,Residential - Row Houses Units (Elec Heat),LM,0.029,3.937,8619.176
1955,1956,Residential - Row Houses Units (Elec Heat),LM,0.018,8.959,25424.918
1960,1961,Residential - Row Houses Units (Elec Heat),LM,0.0,7.298,31198.213
1963,1964,Residential - Single/Duplex (Elec Heat),LM,0.0,14.301,45816.49
1968,1969,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,7.366,15740.88
1969,1970,Residential - Single/Duplex (Elec Heat),SI,0.0,9.724,35256.84
1970,1971,Residential - Single/Duplex (Elec Heat),SI,0.097,14.542,42050.234
1973,1974,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.566,5006.26
1974,1975,Residential - Single/Duplex (Elec Heat),VI,0.0,10.114,24212.916
1982,1983,Residential - Mobile (Elec Heat),SI,0.0,6.333,25194.41
1983,1984,Residential - Single/Duplex (Elec Heat),N,0.0,11.453,35830.04
1989,1990,Residential - Single/Duplex (Elec Heat),LM,0.0,7.438,20396.738
1992,1993,Residential - Single/Duplex (Elec Heat),VI,0.033,5.095,7080.773
1998,1999,Residential - Single/Duplex (Elec Heat),LM,0.0,7.749,12637.208
1999,2000,Residential - Single/Duplex (Elec Heat),LM,0.0,7.22,17634.584
2002,2003,Residential - High-Rise Apt Suites (Elec Heat),LM,0.134,2.859,9749.787
2003,2004,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.133,4.276,12727.206
2008,2009,Residential - High-Rise Apt Suites (Elec Heat),LM,0.065,5.758,14169.677
2014,2015,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,9.948,31565.273
2018,2019,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,0.995,1047.164
2019,2020,Residential - Single/Duplex (Elec Heat),VI,0.0,14.439,42192.145
2022,2023,Residential - Single/Duplex (Elec Heat),LM,0.0,8.744,19263.016
2024,2025,Residential - Single/Duplex (Elec Heat),VI,0.0,11.191,33887.91
2028,2029,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.014,2.841,4993.9375
2030,2031,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.0,4.722,10603.734
2034,2035,Residential - Single/Duplex (Elec Heat),VI,0.0,11.134,43966.49
2038,2039,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.02,6.252,5463.1455
2039,2040,Residential - Single/Duplex (Elec Heat),VI,0.0,11.304,30006.883
2045,2046,Residential - Single/Duplex (Elec Heat),LM,0.0,12.735,49522.645
2047,2048,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.65,4699.835
2048,2049,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.0,2.735,5393.937
2051,2052,Residential - Single/Duplex (Elec Heat),VI,0.0,11.797,29664.799
2052,2053,Residential - Row Houses Units (Elec Heat),SI,0.0,1.333,5894.431
2055,2056,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,6.451,15779.502
2057,2058,Residential - Mobile (Elec Heat),N,0.0,8.014,26322.46
2060,2061,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.498,19825.504
2068,2069,Residential - Mobile (Elec Heat),LM,0.193,3.547,10872.063
2073,2074,Residential - Mobile (Elec Heat),N,0.108,5.671,9445.249
2078,2079,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.34,19559.086
2079,2080,Residential - Single/Duplex (Elec Heat),LM,0.0,12.619,47099.457
2081,2082,Residential - Single/Duplex (Elec Heat),SI,0.0,12.916,29695.055
2083,2084,Residential - Row Houses Units (Elec Heat),LM,0.0,10.084,14789.849
2090,2091,Residential - Single/Duplex (Elec Heat),VI,0.0,14.107,55568.008
2094,2095,Residential - Mobile (Elec Heat),N,0.0,7.791,13664.23
2099,2100,Residential - Single/Duplex (Elec Heat),VI,0.104,6.085,15171.775
2104,2105,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.179,6.039,19657.504
2105,2106,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.051,7.137,9919.694
2106,2107,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.173,3471.9058
2111,2112,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.012,3.967,7684.872
2112,2113,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.031,11931.404
2114,2115,Residential - Single/Duplex (Elec Heat),LM,0.25,12.201,27751.7
2116,2117,Residential - Row Houses Units (Elec Heat),LM,0.047,6.224,14980.571
2117,2118,Residential - Single/Duplex (Elec Heat),LM,0.0,8.64,30474.91
2118,2119,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.041,5.48,7228.526
2127,2128,Residential - Single/Duplex (Elec Heat),VI,0.0,14.568,6127.686
2130,2131,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,7.495,16207.952
2134,2135,Residential - Single/Duplex (Elec Heat),LM,0.0,14.95,73432.69
2137,2138,Residential - High-Rise Apt Suites (Elec Heat),LM,0.038,4.517,8584.837
2140,2141,Residential - Single/Duplex (Elec Heat),VI,0.0,11.953,39332.875
2143,2144,Residential - Single/Duplex (Elec Heat),N,0.0,14.088,82670.01
2146,2147,Residential - Single/Duplex (Elec Heat),VI,0.0,12.148,60731.96
2147,2148,Residential - Single/Duplex (Elec Heat),LM,0.0,7.098,15569.092
2153,2154,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.28,12884.365
2168,2169,Residential - Single/Duplex (Elec Heat),LM,0.0,8.453,26199.23
2172,2173,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.946,6711.1143
2173,2174,Residential - Row Houses Units (Elec Heat),LM,0.0,8.648,20921.297
2178,2179,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,9.918,10759.644
2181,2182,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,7.524,35280.16
2184,2185,Residential - Row Houses Units (Elec Heat),LM,0.017,7.625,6369.9697
2185,2186,Residential - Single/Duplex (Elec Heat),LM,0.579,11.648,44557.105
2186,2187,Residential - Row Houses Units (Elec Heat),LM,0.0,9.171,28288.574
2187,2188,Residential - Row Houses Units (Elec Heat),LM,0.01,7.31,7888.1133
2189,2190,Residential - Row Houses Units (Elec Heat),SI,0.0,10.691,36382.414
2193,2194,Residential - Row Houses Units (Elec Heat),LM,0.052,5.546,11349.5205
2197,2198,Residential - Single/Duplex (Elec Heat),VI,0.0,6.939,25007.049
2199,2200,Residential - Single/Duplex (Elec Heat),VI,0.0,10.909,26705.332
2201,2202,Residential - Row Houses Units (Elec Heat),LM,0.0,11.518,30127.969
2210,2211,Residential - Single/Duplex (Elec Heat),VI,0.54,7.528,24077.38
2212,2213,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.046,3.584,6181.7188
2220,2221,Residential - Single/Duplex (Elec Heat),VI,0.0,7.973,11624.485
2221,2222,Residential - Row Houses Units (Elec Heat),LM,0.137,9.773,26769.785
2223,2224,Residential - Row Houses Units (Elec Heat),LM,0.0,10.64,40532.8
2227,2228,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.067,13092.03
2229,2230,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,2.369,4995.657
2232,2233,Residential - High-Rise Apt Suites (Elec Heat),LM,0.071,6.734,15240.036
2234,2235,Residential - High-Rise Apt Suites (Elec Heat),VI,0.029,2.974,3681.9915
2236,2237,Residential - Row Houses Units (Elec Heat),VI,0.0,5.48,11800.087
2240,2241,Residential - Single/Duplex (Elec Heat),LM,0.0,8.672,19205.775
2242,2243,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.542,5238.955
2243,2244,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.175,12613.575
2252,2253,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,2.645,5993.0327
2257,2258,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.726,3288.8726
2260,2261,Residential - Single/Duplex (Elec Heat),LM,0.0,9.045,30771.973
2261,2262,Residential - Mobile (Elec Heat),SI,0.124,4.804,11996.137
2263,2264,Residential - Row Houses Units (Elec Heat),LM,0.0,9.646,22020.28
2267,2268,Residential - Row Houses Units (Elec Heat),LM,0.276,9.287,39451.14
2270,2271,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.672,4284.6416
2279,2280,Residential - Mobile (Elec Heat),SI,0.0,6.256,29549.838
2286,2287,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,5.073,19644.89
2292,2293,Residential - Single/Duplex (Elec Heat),LM,0.0,10.264,33732.344
2305,2306,Residential - Mobile (Elec Heat),VI,0.091,11.925,34115.742
2309,2310,Residential - High-Rise Apt Suites (Elec Heat),VI,0.0,5.393,2789.058
2310,2311,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,8.436,36314.21
2313,2314,Residential - Row Houses Units (Elec Heat),LM,0.0,3.702,8600.387
2315,2316,Residential - Single/Duplex (Elec Heat),LM,0.0,12.698,26144.115
2316,2317,Residential - Row Houses Units (Elec Heat),SI,0.0,6.175,10713.634
2320,2321,Residential - Single/Duplex (Elec Heat),VI,0.0,13.185,44615.277
2321,2322,Residential - Row Houses Units (Elec Heat),LM,0.0,10.555,28866.5
2323,2324,Residential - Single/Duplex (Elec Heat),N,0.0,9.207,41285.508
2327,2328,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.062,3.944,4215.138
2331,2332,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.117,7142.112
2332,2333,Residential - Single/Duplex (Elec Heat),LM,0.0,8.855,14954.434
2334,2335,Residential - Single/Duplex (Elec Heat),VI,0.103,9.544,20279.906
2340,2341,Residential - Row Houses Units (Elec Heat),LM,0.08,7.793,23940.105
2343,2344,Residential - Single/Duplex (Elec Heat),VI,0.0,14.789,23570.393
2344,2345,Residential - Single/Duplex (Elec Heat),LM,0.0,7.427,26509.215
2347,2348,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.048,6.923,7920.416
2349,2350,Residential - Single/Duplex (Elec Heat),LM,0.0,8.055,24379.469
2350,2351,Residential - Single/Duplex (Elec Heat),LM,0.0,9.596,27697.729
2351,2352,Residential - Single/Duplex (Elec Heat),VI,0.0,13.189,30415.414
2352,2353,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.827,3937.7727
2353,2354,Residential - Single/Duplex (Elec Heat),LM,0.0,8.786,25649.148
2354,2355,Residential - Single/Duplex (Elec Heat),LM,0.0,10.591,29244.377
2355,2356,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.0,6.908,14737.722
2370,2371,Residential - Single/Duplex (Elec Heat),VI,0.0,12.639,44346.348
2377,2378,Residential - Single/Duplex (Elec Heat),LM,0.0,12.105,40886.31
2378,2379,Residential - High-Rise Apt Suites (Elec Heat),SI,0.0,9.034,11952.101
2379,2380,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.064,9879.587
2381,2382,Residential - Row Houses Units (Elec Heat),VI,0.0,9.268,25389.562
2384,2385,Residential - High-Rise Apt Suites (Elec Heat),LM,0.111,6.264,13386.347
2394,2395,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.281,3986.1196
2397,2398,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,6.742,16533.945
2399,2400,Residential - Single/Duplex (Elec Heat),LM,0.23,6.603,18082.127
2405,2406,Residential - Single/Duplex (Elec Heat),VI,0.0,10.429,26312.61
2406,2407,Residential - Mobile (Elec Heat),SI,0.358,8.94,38826.125
2411,2412,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.823,8216.186
2415,2416,Residential - Single/Duplex (Elec Heat),N,0.0,5.769,25028.236
2418,2419,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,7.212,7429.447
2419,2420,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.057,5.946,12700.326
2422,2423,Residential - Mobile (Elec Heat),SI,0.0,10.494,30141.057
2423,2424,Residential - Single/Duplex (Elec Heat),VI,0.0,8.37,27261.912
2432,2433,Residential - Single/Duplex (Elec Heat),VI,0.0,7.672,33748.164
2437,2438,Residential - Single/Duplex (Elec Heat),LM,0.0,8.617,42380.355
2438,2439,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.024,2.892,6070.337
2439,2440,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.5,6635.9
2440,2441,Residential - Single/Duplex (Elec Heat),LM,0.196,7.606,32364.385
2442,2443,Residential - Single/Duplex (Elec Heat),VI,0.0,10.248,39092.664
2448,2449,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.109,4.919,10782.274
2449,2450,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.785,16524.232
2451,2452,Residential - Row Houses Units (Elec Heat),LM,0.032,7.031,16021.989
2456,2457,Residential - High-Rise Apt Suites (Elec Heat),VI,0.0,3.999,4715.6655
2459,2460,Residential - High-Rise Apt Suites (Elec Heat),LM,0.029,1.829,1107.245
2463,2464,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.014,4.564,4788.7544
2465,2466,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.069,7.322,14134.9
2466,2467,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,5.768,16077.48
2467,2468,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.04,4.201,7951.92
2470,2471,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.017,2.32,3074.4255
2473,2474,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,7.806,9340.48
2476,2477,Residential - Single/Duplex (Elec Heat),VI,0.142,7.921,19309.117
2479,2480,Residential - Row Houses Units (Elec Heat),SI,0.044,7.359,18565.5
2480,2481,Residential - Row Houses Units (Elec Heat),VI,0.072,4.386,16807.41
2482,2483,Residential - Row Houses Units (Elec Heat),LM,0.026,7.064,27157.914
2489,2490,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,10.078,35858.156
2491,2492,Residential - High-Rise Apt Suites (Elec Heat),LM,0.015,6.123,12300.527
2492,2493,Residential - Single/Duplex (Elec Heat),LM,0.0,14.232,39184.465
2496,2497,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.71,8414.981
2505,2506,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.028,6642.096
2506,2507,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.388,3123.8772
2507,2508,Residential - Single/Duplex (Elec Heat),SI,0.0,8.565,28406.906
2508,2509,Residential - Single/Duplex (Elec Heat),VI,0.0,8.303,27250.656
2510,2511,Residential - Row Houses Units (Elec Heat),VI,0.0,5.106,17035.623
2511,2512,Residential - Single/Duplex (Elec Heat),VI,0.195,9.591,37704.363
2512,2513,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.001,1.694,4138.25
2514,2515,Residential - Single/Duplex (Elec Heat),LM,0.0,8.283,24867.809
2520,2521,Residential - Single/Duplex (Elec Heat),LM,0.0,8.905,23753.855
2521,2522,Residential - Single/Duplex (Elec Heat),VI,0.19,10.078,32951.293
2524,2525,Residential - Row Houses Units (Elec Heat),VI,0.0,6.836,15421.151
2528,2529,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.029,4.104,3691.699
2530,2531,Residential - Single/Duplex (Elec Heat),VI,0.0,6.042,16082.616
2531,2532,Residential - Row Houses Units (Elec Heat),N,0.016,13.459,22900.828
2533,2534,Residential - Row Houses Units (Elec Heat),LM,0.0,7.59,27283.77
2534,2535,Residential - High-Rise Apt Suites (Elec Heat),SI,0.0,3.41,5360.4365
2539,2540,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.027,5.222,8885.159
2541,2542,Residential - Single/Duplex (Elec Heat),VI,0.114,7.694,19468.162
2542,2543,Residential - Single/Duplex (Elec Heat),VI,0.0,11.696,33337.465
2543,2544,Residential - Row Houses Units (Elec Heat),N,0.083,2.487,5256.293
2547,2548,Residential - High-Rise Apt Suites (Elec Heat),LM,0.076,3.135,4725.312
2552,2553,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.963,15187.727
2553,2554,Residential - Row Houses Units (Elec Heat),VI,0.0,6.088,19909.223
2559,2560,Residential - Single/Duplex (Elec Heat),LM,0.0,11.32,42959.375
2561,2562,Residential - Single/Duplex (Elec Heat),N,0.0,9.653,34606.89
2562,2563,Residential - Row Houses Units (Elec Heat),VI,0.0,10.576,24219.193
2566,2567,Residential - Row Houses Units (Elec Heat),LM,0.0,6.016,12952.157
2567,2568,Residential - Single/Duplex (Elec Heat),LM,0.0,4.579,19362.422
2568,2569,Residential - High-Rise Apt Suites (Elec Heat),N,0.0,7.669,22751.998
2569,2570,Residential - Row Houses Units (Elec Heat),LM,0.074,7.484,16823.13
2575,2576,Residential - Single/Duplex (Elec Heat),VI,0.0,14.21,44020.434
2576,2577,Residential - Row Houses Units (Elec Heat),VI,0.0,8.834,22418.465
2581,2582,Residential - Row Houses Units (Elec Heat),LM,0.228,5.493,18985.602
2582,2583,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.082,5.347,17948.902
2587,2588,Residential - Single/Duplex (Elec Heat),VI,0.0,4.054,8138.8813
2591,2592,Residential - Single/Duplex (Elec Heat),LM,0.0,9.595,30387.223
2597,2598,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.822,12831.007
2600,2601,Residential - Single/Duplex (Elec Heat),VI,0.0,8.978,26419.727
2601,2602,Residential - Single/Duplex (Elec Heat),VI,0.0,10.042,35633.39
2602,2603,Residential - Mobile (Elec Heat),N,0.0,3.811,14366.955
2605,2606,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,8.516,21643.684
2607,2608,Residential - Single/Duplex (Elec Heat),LM,0.0,5.752,10340.375
2610,2611,Residential - Single/Duplex (Elec Heat),SI,0.0,6.187,21605.277
2612,2613,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.831,3430.416
2613,2614,Residential - Single/Duplex (Elec Heat),VI,0.0,10.614,26998.863
2614,2615,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.035,2.108,10185.439
2617,2618,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.42,16076.401
2618,2619,Residential - High-Rise Apt Suites (Elec Heat),LM,0.04,7.115,18177.44
2624,2625,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.087,8634.201
2627,2628,Residential - Row Houses Units (Elec Heat),VI,0.0,10.071,25420.918
2629,2630,Residential - Single/Duplex (Elec Heat),SI,0.0,10.247,37506.703
2635,2636,Residential - Row Houses Units (Elec Heat),VI,0.0,7.672,14537.883
2639,2640,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.146,5.755,23530.48
2640,2641,Residential - Single/Duplex (Elec Heat),VI,0.0,4.435,7661.5156
2641,2642,Residential - Single/Duplex (Elec Heat),SI,0.0,8.181,15642.117
2645,2646,Residential - Mobile (Elec Heat),N,0.097,7.028,18634.875
2646,2647,Residential - Single/Duplex (Elec Heat),LM,0.276,8.674,27887.885
2647,2648,Residential - Row Houses Units (Elec Heat),LM,0.0,0.846,4078.539
2649,2650,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.065,4.138,17043.723
2651,2652,Residential - Single/Duplex (Elec Heat),LM,0.0,4.323,27668.885
2655,2656,Residential - Single/Duplex (Elec Heat),VI,0.011,8.09,14732.243
2656,2657,Residential - Single/Duplex (Elec Heat),LM,0.536,14.133,49415.617
2663,2664,Residential - Single/Duplex (Elec Heat),LM,0.273,10.603,35187.54
2664,2665,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,3.148,4784.4375
2669,2670,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.046,1.589,2861.4194
2678,2679,Residential - Single/Duplex (Elec Heat),SI,0.0,12.088,31347.656
2679,2680,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.411,13159.699
2684,2685,Residential - Single/Duplex (Elec Heat),LM,0.0,10.637,49205.06
2687,2688,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.107,4.379,6099.332
2691,2692,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.054,5535.1963
2692,2693,Residential - Row Houses Units (Elec Heat),LM,0.0,4.21,7492.736
2694,2695,Residential - Single/Duplex (Elec Heat),VI,0.0,7.05,19035.89
2698,2699,Residential - Single/Duplex (Elec Heat),VI,0.073,12.025,34131.33
2699,2700,Residential - Single/Duplex (Elec Heat),LM,0.0,13.565,52026.453
2700,2701,Residential - Row Houses Units (Elec Heat),VI,0.0,8.12,21565.795
2701,2702,Residential - Single/Duplex (Elec Heat),VI,0.0,10.584,31668.926
2703,2704,Residential - Mobile (Elec Heat),LM,0.104,5.44,13896.968
2704,2705,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.136,7.293,24882.855
2706,2707,Residential - Single/Duplex (Elec Heat),LM,0.0,8.425,24842.346
2708,2709,Residential - High-Rise Apt Suites (Elec Heat),LM,0.24,9.907,30380.715
2710,2711,Residential - High-Rise Apt Suites (Elec Heat),SI,0.0,7.506,14931.223
2711,2712,Residential - Row Houses Units (Elec Heat),VI,0.0,11.088,22005.148
2713,2714,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.052,3.764,7571.289
2715,2716,Residential - Single/Duplex (Elec Heat),VI,0.0,12.289,37769.1
2716,2717,Residential - Row Houses Units (Elec Heat),LM,0.128,6.796,23526.006
2721,2722,Residential - Single/Duplex (Elec Heat),LM,0.0,7.514,17471.17
2722,2723,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.102,3.334,13014.075
2724,2725,Residential - Low-Rise Apt Suites (Elec Heat),N,0.009,6.163,12978.28
2730,2731,Residential - Single/Duplex (Elec Heat),SI,0.013,10.407,19470.455
2732,2733,Residential - Row Houses Units (Elec Heat),VI,0.0,7.743,27403.74
2734,2735,Residential - Single/Duplex (Elec Heat),SI,0.272,8.316,24122.295
2735,2736,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,8.114,27020.504
2738,2739,Residential - High-Rise Apt Suites (Elec Heat),N,0.0,3.055,4759.548
2741,2742,Residential - Single/Duplex (Elec Heat),VI,0.0,10.864,29827.12
2743,2744,Residential - Row Houses Units (Elec Heat),LM,0.0,6.944,22242.613
2747,2748,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,6.937,18196.34
2755,2756,Residential - Row Houses Units (Elec Heat),LM,0.091,7.881,21800.191
2756,2757,Residential - Single/Duplex (Elec Heat),VI,0.0,12.216,34392.84
2757,2758,Residential - Row Houses Units (Elec Heat),N,0.0,5.806,14054.64
2758,2759,Residential - Single/Duplex (Elec Heat),VI,0.0,5.813,11027.759
2761,2762,Residential - Row Houses Units (Elec Heat),LM,0.077,10.679,38406.363
2763,2764,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.077,5.526,8074.782
2765,2766,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,2.934,4570.373
2767,2768,Residential - Single/Duplex (Elec Heat),VI,0.0,12.409,38872.656
2770,2771,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.105,2.841,6176.2573
2773,2774,Residential - Low-Rise Apt Suites (Elec Heat),N,0.0,4.468,6363.48
2776,2777,Residential - Single/Duplex (Elec Heat),VI,0.057,7.74,34864.16
2779,2780,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.995,14294.509
2781,2782,Residential - High-Rise Apt Suites (Elec Heat),LM,0.048,3.84,5608.0737
2785,2786,Residential - Single/Duplex (Elec Heat),VI,0.0,11.785,41454.188
2788,2789,Residential - Single/Duplex (Elec Heat),N,0.007,5.054,11830.025
2789,2790,Residential - High-Rise Apt Suites (Elec Heat),LM,0.053,6.223,10135.86
2796,2797,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.063,4.474,7876.813
2797,2798,Residential - Single/Duplex (Elec Heat),VI,0.0,9.802,32858.977
2800,2801,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.075,3.365,11315.951
2802,2803,Residential - Single/Duplex (Elec Heat),LM,0.0,11.719,42834.41
2804,2805,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.075,3.742,8182.4917
2805,2806,Residential - Single/Duplex (Elec Heat),LM,0.376,7.974,34929.188
2806,2807,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.051,3.268,6999.6006
2810,2811,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,3.726,9263.323
2812,2813,Residential - Row Houses Units (Elec Heat),VI,0.0,10.345,22675.793
2815,2816,Residential - Single/Duplex (Elec Heat),VI,0.0,13.293,57223.734
2816,2817,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.773,7647.5283
2817,2818,Residential - Row Houses Units (Elec Heat),LM,0.118,10.672,41134.645
2818,2819,Residential - Single/Duplex (Elec Heat),LM,0.0,11.865,48379.375
2822,2823,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.017,3.329,4554.0703
2823,2824,Residential - Single/Duplex (Elec Heat),VI,0.0,9.889,22851.598
2827,2828,Residential - Row Houses Units (Elec Heat),LM,0.088,8.677,15977.596
2828,2829,Residential - Single/Duplex (Elec Heat),SI,0.0,7.621,36816.883
2833,2834,Residential - Row Houses Units (Elec Heat),N,0.024,4.911,10684.064
2834,2835,Residential - Single/Duplex (Elec Heat),VI,0.0,7.875,21367.549
2837,2838,Residential - Single/Duplex (Elec Heat),SI,0.0,12.726,49822.477
